gene_id	gene_name	SRX384345	SRX384346	SRX384349	SRX384350	SRX384353	SRX384354	SRX384357	SRX384358
A1BG	A1BG	166.456	183.612	115.149	77.488	62.294	105.253	103.091	122.814
A1BG-AS1	A1BG-AS1	64.41	94.448	127.886	104.184	35.209	85.3	78.153	160.28
A1CF	A1CF	2	0	1	0	1	2	0	0
A2M	A2M	20313.029	15689.718	32421.577	27372.756	2386.435	10072.698	32620.875	34008.73
A2M-AS1	A2M-AS1	52.867	35.885	29.748	12.787	27	18.679	27.438	16.643
A2ML1	A2ML1	0	0	1	0	2	0	2	0
A2MP1	A2MP1	0	0	1	0	1	0	0	0
A3GALT2	A3GALT2	0	0	0	0	1	0	0	0
A4GALT	A4GALT	819	1130.583	1332.999	994.609	1294.806	1763	909.301	1676.025
A4GNT	A4GNT	2	6	12	4	0	0	15	8
AA06	AA06	0	0	0	0	0	0	0	0
AAAS	AAAS	701.001	630	836.989	440.242	686	781.341	567.103	589.474
AACS	AACS	368	258.255	388.161	212	376.395	424	357.14	315.322
AACSP1	AACSP1	0	0	0	0	0	0	0	0
AADAC	AADAC	3	3	3	4	2	2	1	1
AADACL2	AADACL2	1	0	1	0	1	0	1	1
AADACL3	AADACL3	0	0	0	0	0	0	0	0
AADACL4	AADACL4	2	7	6	6	0	4	4	15
AADAT	AADAT	158	130	133	34	198	158	144.071	84
AAED1	AAED1	439	680	549	612.049	430	812.974	467	770.573
AAGAB	AAGAB	676	576	977.057	509.999	965.624	1017.999	650.359	559.001
AAK1	AAK1	1140	963	1367.005	800.384	1431.002	1665.208	1155.037	1035.002
AAMDC	AAMDC	222	259	327	190	283	392	184	316
AAMP	AAMP	1310.074	1489	1374.934	846.791	1303	1972.299	1049.149	1348.616
AANAT	AANAT	0	0	1	0	1	2	0	2
AAR2	AAR2	709	672	744	500.007	732.084	1044.017	543.022	697
AARD	AARD	1	2	0	2	0	1	0	4
AARS	AARS	3129.066	2057.087	3892.627	1585.856	3671.34	3380.051	3973.651	1960.803
AARS2	AARS2	661.123	345.003	598.028	153.11	550.433	475	371.493	232
AARSD1	AARSD1	337	257.136	319.861	153.938	287	332	223.838	227.183
AASDH	AASDH	262.048	206.001	330	168	290.999	366	268	258.01
AASDHPPT	AASDHPPT	631.988	582	744.976	438.987	778.944	871.971	572.096	603.995
AASS	AASS	716	1442.133	841.998	1047.163	680.06	1420.221	610.433	1594.015
AATF	AATF	717.824	729	722	532.001	830.332	1103.069	587	675.491
AATK	AATK	4	2	5	1	1	2	11	1
AATK-AS1	AATK-AS1	0	0	0	0	0	0	0	0
ABAT	ABAT	323	662.802	363	466.052	391	968.058	310	688
ABCA1	ABCA1	5576.653	5275.378	8624.016	5573.391	10975.363	11314.2	8136.659	10092.191
ABCA10	ABCA10	209	101	231	60	205	53.153	119.319	38.117
ABCA11P	ABCA11P	70.388	33.65	100.608	43.174	86.151	100.189	71.975	48.314
ABCA12	ABCA12	7	1	9	2	5	3	4	0
ABCA13	ABCA13	20	10.002	54	24.006	75	113	39	31
ABCA17P	ABCA17P	2	0	6	0	0	2	5	1
ABCA2	ABCA2	1221	811	1472.11	715.718	1379.053	2334.016	1362.647	1391.302
ABCA3	ABCA3	122	68	221	138.103	61	74	147	202.153
ABCA4	ABCA4	12	27	35.031	32	12	71.061	26	45
ABCA5	ABCA5	306	290	570.302	346	386.134	411.859	488.516	375.883
ABCA6	ABCA6	1412	2504	1638.036	2122.72	1629.002	3183.625	1498	3452.696
ABCA7	ABCA7	150	87	232	64	222.039	162	137	83
ABCA8	ABCA8	3895.551	4303.979	4459.102	2506.688	5143.594	5157.737	3297.491	3694.582
ABCA9	ABCA9	1122.612	1545.25	2250.058	1608.731	1892.657	1807.485	2227.486	2742.745
ABCB1	ABCB1	89.094	42	177.205	77.01	128.845	108.851	118.999	56.006
ABCB10	ABCB10	280	283.001	304	239.001	296	472	246.999	330
ABCB11	ABCB11	0	0	0	0	0	0	0	0
ABCB4	ABCB4	60.907	16	53.182	15.989	20.155	18.149	53.001	20.995
ABCB5	ABCB5	19.999	4	68.069	12	8	10.003	18	5.001
ABCB6	ABCB6	503	427.67	430	201	438.005	599	281	268
ABCB7	ABCB7	289.001	228	352.01	177	366.112	363.022	279	231
ABCB8	ABCB8	528	484.911	586.001	332	588.46	737.196	383.429	403.018
ABCB9	ABCB9	80	40	70	34	62.999	41	53	26
ABCC1	ABCC1	6131.067	4512.386	6317.531	2682.379	7349.657	6133.744	4760.004	3567.205
ABCC10	ABCC10	553	511.999	680	332	452	636	402.999	433
ABCC11	ABCC11	5	4	1	2	8	0	3	11
ABCC12	ABCC12	0	0	0	0	0	0	0	2
ABCC13	ABCC13	0	0	0	0	1	0	0	0
ABCC2	ABCC2	15	17	8	9	12	10	10	19
ABCC3	ABCC3	217	274	288	231	388	1072.006	275	390
ABCC4	ABCC4	1231.116	1264	903.003	928.744	1770.194	2901.336	714.02	1174.494
ABCC5	ABCC5	699	654	746	610	968	1326.999	637.265	933.999
ABCC5-AS1	ABCC5-AS1	0	0	0	0	0	0	1	1
ABCC6	ABCC6	109.547	37.796	149.345	26.281	170.461	130.397	138.281	41.394
ABCC6P1	ABCC6P1	12.112	6.147	19.465	4.468	16.955	4.384	9.218	3.554
ABCC6P2	ABCC6P2	10.341	10.057	12.19	4.25	2.583	1.219	10.501	6.052
ABCC8	ABCC8	0	0	0	0	0	0	0	0
ABCC9	ABCC9	508.924	840.943	809.616	959.164	509.587	1247.305	858.489	1657.521
ABCD1	ABCD1	431	445	578	303	437	527	377	469
ABCD2	ABCD2	2	1	2	1	0	0	0	1
ABCD3	ABCD3	1113	857	1025.274	637.451	1306.01	1468.322	893.326	864.538
ABCD4	ABCD4	497.339	360.001	610.999	268	489.999	528.999	473.656	466
ABCE1	ABCE1	1042.883	1147	1072.872	692.241	1395.735	2052.333	920	972.039
ABCF1	ABCF1	1535.256	1401.518	1689.814	1006.631	2102.593	2494.1	1452.845	1260.44
ABCF2	ABCF2	1080	1340.341	1238.829	893.61	1611.004	2328.503	925.566	1135
ABCF3	ABCF3	739.058	603	908	431	911	1122.279	614.707	606
ABCG1	ABCG1	124	146	191	125	97	134	241.6	521.672
ABCG2	ABCG2	34	15	33	30	44	31	36	20
ABCG4	ABCG4	7	6	12	5	16	12	5	7
ABCG5	ABCG5	3	3	3	0	5	0	2	5
ABCG8	ABCG8	0	0	0	0	0	0	0	0
ABHD1	ABHD1	0	4.13	12.452	4.202	3.094	8.358	2.066	3.108
ABHD10	ABHD10	394	219.043	433.337	181	433.999	335	411	247
ABHD11	ABHD11	100.001	63	141	32.001	109	93.066	86.423	76.001
ABHD12	ABHD12	1120	1207.932	1380.452	1003.299	1336.975	1606.822	976.006	1303.632
ABHD12B	ABHD12B	7	3.01	6.013	2	4	7	4	4
ABHD13	ABHD13	339	351	359	323	339.735	517	304	346.009
ABHD14A	ABHD14A	242.652	220	216	126.191	230	290	201	152.886
ABHD14A-ACY1	ABHD14A-ACY1	47	0	0	22.589	0	0	0	116.522
ABHD14B	ABHD14B	1070.766	1087.001	994.815	620.018	870	1097.03	834.337	1019.716
ABHD15	ABHD15	330	446	413.989	399.004	342.996	564	326.178	540
ABHD16A	ABHD16A	592	533.043	621	329.005	599	687	508.999	558
ABHD16B	ABHD16B	45	32	81	28	61	75	65	75
ABHD17A	ABHD17A	961	871	962	499.021	698.064	1130.999	758.725	827
ABHD17B	ABHD17B	216	204	184	175	188.105	341	166	216
ABHD17C	ABHD17C	369	494.582	422	380	466.124	942.455	426	559.018
ABHD2	ABHD2	1605.559	1476.497	1808.99	1441.625	1574.831	2942.217	1801.105	2564.519
ABHD3	ABHD3	62	108	93	80	64.015	113.999	51	106
ABHD4	ABHD4	1947.088	1624.56	2599.116	1255	2787.921	2282.87	1824.812	1841.961
ABHD5	ABHD5	884	2138.88	1176	1610.059	1792	2844.661	928.026	2670.168
ABHD6	ABHD6	67	97	86	63	122	172.001	61	100
ABHD8	ABHD8	315	304	372.013	173.003	341	370.011	315	327
ABI1	ABI1	1161.001	1074.134	1148.015	874.022	1140.787	1396.985	1020.943	1187.79
ABI2	ABI2	1199	809.284	1557.047	756.456	1508.008	1658.066	1117.121	933.26
ABI3	ABI3	0	0	0	1	3	1	0	0
ABI3BP	ABI3BP	8092.903	7060.617	7203.004	4108.202	5263.537	6927.673	6299.127	9638.17699999999
ABL1	ABL1	6237.201	5644.19	6941.309	3071.131	7933.003	8165.612	4928.692	5249.077
ABL2	ABL2	1031	1064.063	1119.803	917.843	1062	1849.122	811.129	1426.744
ABLIM1	ABLIM1	444	933.509	778.185	992	414.999	1304.999	361.01	1339.006
ABLIM2	ABLIM2	0	1	0	0	3	38	1	2
ABLIM3	ABLIM3	2282.966	2241.585	2819.235	1293.011	3672.841	2752.252	1421.726	1420.058
ABO	ABO	0	0	0	0	0	0	0	0
ABR	ABR	4449.055	2709.012	5109.907	2274.944	6294.184	5201.32	4322.557	3272.113
ABRA	ABRA	0	0	0	0	0	4	0	1
ABRACL	ABRACL	168	204.077	96	81	154	331	136	183
ABT1	ABT1	257.006	239	301.366	151.054	264	359	209	240
ABTB1	ABTB1	718	840.577	758.999	644.078	646.441	1058	601.632	1087.53
ABTB2	ABTB2	243	236	296	212.998	167.037	211	220	294
AC000099.1	AC000099.1	0	0	0	0	0	0	0	0
AC000124.1	AC000124.1	0	0	0	0	0	0	0	0
AC002116.7	AC002116.7	0	0	0	0	0	0	0	0
AC002398.5	AC002398.5	0	0	1	0	0	0	0	0
AC002454.1	AC002454.1	4	3	3	1	7	7	5	2
AC002463.3	AC002463.3	0	0	0	0	0	0	0	0
AC002480.3	AC002480.3	7	4	10	5	13	12	1	0
AC002511.1	AC002511.1	0	0	0	0	0	0	0	0
AC003051.1	AC003051.1	5	2	6	1	10	3	6	4.001
AC003102.3	AC003102.3	9.035	10	13	15.002	22	16	2	3
AC003665.1	AC003665.1	35	17	32	18	44	41	39	15
AC003958.2	AC003958.2	0	0	0	0	0	1	0	0
AC003984.1	AC003984.1	0	0	0	0	0	0	0	0
AC004019.13	AC004019.13	1	2	0	0	0	0	0	0
AC004053.1	AC004053.1	1	0	0	1	0	1	0	1
AC004603.4	AC004603.4	1	0	0	0	2	0	1	0
AC004862.6	AC004862.6	0	0	0	0	0	0	0	0
AC004893.11	AC004893.11	40.538	32.826	45.448	27.29	38.875	59.163	33.579	29.552
AC005022.1	AC005022.1	3	2	0	3	5	7	1	2
AC005029.1	AC005029.1	0	2	0	1	0	1	1	1
AC005062.2	AC005062.2	94.977	32.902	74.919	37.985	96.955	71.983	37.923	31.978
AC005235.1	AC005235.1	0	0	0	0	0	0	0	0
AC005264.2	AC005264.2	0	0	0	0	1	1	0	0
AC005358.3	AC005358.3	0	0	0	0	0	0	0	0
AC005550.4	AC005550.4	0	0	0	0	0	1	0	0
AC005592.2	AC005592.2	0	1	5	0	3	5	0	4
AC005594.3	AC005594.3	1.211	6.078	6.806	2.681	4.202	4.654	2.599	4.266
AC006004.1	AC006004.1	0	1	0	1.002	2	0	1.012	0
AC006145.4	AC006145.4	0	0	0	0	2	2	0	0
AC006196.1	AC006196.1	0	0	0	0	0	0	0	0
AC006262.5	AC006262.5	0	0	0	0	1	1	0	0
AC006272.1	AC006272.1	1	2	6	1	5	12	5	5
AC006372.4	AC006372.4	0	0	1	0	0	0	0	0
AC007038.7	AC007038.7	7	8	7	5	7	16	5	6
AC007040.7	AC007040.7	1	0	1	2	4	8	1	4
AC007099.1	AC007099.1	0	0	0	0	0	0	0	0
AC007131.1	AC007131.1	0	0	0	0	0	0	0	0
AC007163.3	AC007163.3	0	1	1	0	0	0	0	0
AC007163.6	AC007163.6	3.005	2.006	0	0	1.001	1	0	2.007
AC007246.3	AC007246.3	135	158	266	214	206	397	171.599	260.576
AC007359.6	AC007359.6	0	0	0	0	0	0	0	0
AC007365.1	AC007365.1	0	0	0	0	0	0	1	0
AC007386.2	AC007386.2	0	1.003	0	0	0	0	0	0
AC007392.3	AC007392.3	6	6	5	1	6	5	3	0
AC007392.4	AC007392.4	5	1	2	1	7	1	2	2
AC007403.2	AC007403.2	0	0	0	1	1	1	3	0
AC007405.4	AC007405.4	1	0	3	2	1	1	0	0
AC007461.2	AC007461.2	0	0	0	0	0	0	0	0
AC007463.2	AC007463.2	0	0	0	0	0	0	0	0
AC007551.3	AC007551.3	24	18	14	8	19	16	11.005	22
AC007682.1	AC007682.1	0	0	0	0	0	0	0	0
AC007740.1	AC007740.1	0	0	0	0	0	0	0	0
AC007743.1	AC007743.1	15.031	4	10	8	5	2	19	18.4
AC007750.5	AC007750.5	16.033	8.575	19.249	9.663	40.6	24.609	8.577	15.131
AC007773.2	AC007773.2	10	6	8	10	12	16	8	5
AC007879.2	AC007879.2	1	3	3	1	4	6	1	2
AC007880.1	AC007880.1	0	0	0	0	1	0	0	0
AC007966.1	AC007966.1	1	2	0	0	0	0	1	0
AC008697.1	AC008697.1	0	0	0	0	0	1	0	0
AC008703.1	AC008703.1	0	0	0	0	0	0	1	0
AC009120.4	AC009120.4	0	0	0	0	0	0	0	0
AC009227.2	AC009227.2	0	1	0	0	0	0	0	0
AC009264.1	AC009264.1	0	0	0	0	0	2	0	1
AC009299.3	AC009299.3	1	0	0	0	0	1	0	1
AC009473.1	AC009473.1	2	1	1	1	3	2	0	1
AC009501.4	AC009501.4	44.28	55.362	92.492	54.084	79.381	62.398	42.148	42.349
AC009518.4	AC009518.4	0	0	0	0	0	0	0	0
AC009948.5	AC009948.5	105	103	112.001	64.999	104	109	97.001	69.224
AC010091.1	AC010091.1	0	0	0	0	1	0	1	0
AC010127.3	AC010127.3	0	1.04	2.078	0	1.026	1.03	0	4.133
AC010226.4	AC010226.4	6.32	2.386	14.862	1	5.841	5.401	16.194	5.389
AC010524.2	AC010524.2	0	2.005	3	2.035	0	0	1	0
AC010731.4	AC010731.4	0	0	0	0	0	0	0	0
AC010890.1	AC010890.1	0	0	1	0	1	0	1	0
AC010975.1	AC010975.1	0	0	0	0	0	0	0	0
AC010987.6	AC010987.6	1	0	0	0	0	0	0	0
AC011298.2	AC011298.2	0	0	0	0	0	0	0	0
AC011343.1	AC011343.1	0	0	2	1	0	1	1	0
AC011518.1	AC011518.1	0	1	0	0	0	0	0	0
AC011609.3	AC011609.3	1	2	0	0	1	0	0	0
AC011718.2	AC011718.2	0	0	0	0	0	0	0	0
AC011738.4	AC011738.4	1.018	0	2	0	5	2	1	0
AC011747.4	AC011747.4	6	7	20	9	11.003	14	6	9.845
AC011747.7	AC011747.7	30	15	23	11	30	31	25	28
AC011899.9	AC011899.9	0	0	0	0	0	0	0	0
AC012075.2	AC012075.2	0	0	0	0	0	0	0	0
AC012309.5	AC012309.5	4	4	11.068	10.161	16.132	22.095	3	3
AC012314.8	AC012314.8	6.15	8.199	8.193	5.109	15.221	9.14	9.214	7.151
AC012494.1	AC012494.1	0	0	0	0	0	0	0	0
AC012507.3	AC012507.3	0	0	0	0	0	0	0	0
AC015922.6	AC015922.6	1	0	1	1.604	1	3	1	1
AC016582.2	AC016582.2	1	0	1	0	4	3	2	1
AC016629.8	AC016629.8	35.98	29.122	73.742	36.477	78.699	91.699	52.889	37.766
AC016738.3	AC016738.3	0	0	0	0	0	0	0	1
AC016910.1	AC016910.1	2	1	5	0	3	2	0	1
AC016995.3	AC016995.3	15	3	9	3	2	0	3	7
AC017060.1	AC017060.1	0	0	0	0	0	0	1	0
AC018464.3	AC018464.3	0	0	0	0	0	2	0	2
AC018470.4	AC018470.4	0	0	0	0	0	0	0	0
AC018647.3	AC018647.3	20	27	72	59	12	48	39	38
AC018705.5	AC018705.5	0	0	0	0	0	0	0	0
AC018742.1	AC018742.1	0	1	0	0	1	1	2	1
AC018799.1	AC018799.1	0	0	0	0	0	0	0	0
AC019048.1	AC019048.1	0	0	0	0	0	0	0	0
AC019118.2	AC019118.2	0	0	0	0	0	0	0	0
AC020571.3	AC020571.3	0	0	0	1	3	4	0	0
AC022007.5	AC022007.5	16.912	12.64	17.37	12.747	17.347	26.388	17.735	21.658
AC022173.2	AC022173.2	0	0	0	0	0	0	0	0
AC022311.1	AC022311.1	0	0	0	0	0	0	0	0
AC024592.9	AC024592.9	0	0	0	0	0	1	0	0
AC027269.2	AC027269.2	0	0	0	0	0	0	0	0
AC037193.1	AC037193.1	0	0	0	0	0	0	0	0
AC058791.1	AC058791.1	18	15	29.226	11	40	66	37	23
AC068831.10	AC068831.10	6	1	10	3	9	10	1	1
AC068858.1	AC068858.1	0	0	0	0	0	0	0	0
AC069277.1	AC069277.1	0	0	0	0	0	0	0	0
AC072062.1	AC072062.1	18	11	9	8	11	14	15	13
AC073128.10	AC073128.10	0	0	0	0	0	0	0	0
AC073133.1	AC073133.1	1	0	2	2	0	0	1	1
AC073283.4	AC073283.4	0	0	0	0	1	0	3.017	0
AC073321.3	AC073321.3	0	0	0	0	0	0	0	0
AC073628.1	AC073628.1	0	0	0	0	0	0	0	0
AC074138.3	AC074138.3	14	10	16.026	6	14	15	9	12
AC074286.1	AC074286.1	24	17	58	23	45.018	56.003	36	34.017
AC074289.1	AC074289.1	4	0	1	1	1	0	1	1
AC078941.1	AC078941.1	1.005	0	0	0	1	1	0	0
AC079117.1	AC079117.1	0	0	0	0	0	0	0	0
AC079145.4	AC079145.4	4	4	12	3	8	7	7	8
AC079586.1	AC079586.1	0	0	0	0	0	0	0	0
AC079610.2	AC079610.2	1	1	3	5	1	5	3	0
AC079776.3	AC079776.3	0	0	0	0	0	0	0	0
AC087859.1	AC087859.1	0	1	1	1	2	0	0	1
AC090044.1	AC090044.1	31	20	63	27	8	3	47	32
AC090505.6	AC090505.6	0	0	0	0	0	0	0	0
AC091729.9	AC091729.9	62	32	85.001	34.999	60	71	71	46.001
AC091878.1	AC091878.1	48	29	56	7	53.001	43	43	23
AC091969.1	AC091969.1	0	0	0	0	0	0	0	0
AC092295.7	AC092295.7	16.002	18.498	26	9.524	24.486	37.486	15.001	23.564
AC093375.1	AC093375.1	0	0	8	4	0	0	3	1
AC093391.2	AC093391.2	14.066	6.057	18.178	3.021	14.025	43.59	9	7.042
AC093590.1	AC093590.1	0	0	0	0	0	0	0	0
AC093690.1	AC093690.1	1	1	1	5	6	2	4	1
AC095067.1	AC095067.1	10	1	8	2	2.163	0	1.117	1
AC096559.1	AC096559.1	0	0	0	0	1	2	1	0
AC097468.4	AC097468.4	0	0	0	0	0	0	0	0
AC097500.2	AC097500.2	1	3	3	1	1	2	1	1
AC097662.2	AC097662.2	29	32	43	18	33.013	46	23	27.077
AC098823.3	AC098823.3	2	1	3	0	1	1	2.001	0
AC099342.1	AC099342.1	0	0	0	0	0	0	0	0
AC104024.1	AC104024.1	2	2	0	0	1.001	1.001	1.005	0
AC104134.2	AC104134.2	1.537	1.478	0	0	0	0	0	0
AC104653.1	AC104653.1	3	4	7	4	8	7	4	3
AC104654.1	AC104654.1	0	0	0	0	0	0	0	0
AC104654.2	AC104654.2	3	17	25	17	14	21	5	14
AC104655.2	AC104655.2	0	0	0	1.069	0	0	0	1.06
AC104777.2	AC104777.2	2	2	0	1	1	1	2	1
AC104777.4	AC104777.4	1	0	5	0	2	1	0	2
AC104820.2	AC104820.2	0	0	0	0	0	0	0	0
AC105053.3	AC105053.3	0	5	0	4	2	3	5	4
AC105253.1	AC105253.1	1	0	0	0	1.7	0	1	0
AC105339.1	AC105339.1	0	1	1	0	0	0	0	0
AC105760.3	AC105760.3	0	1	1	0	2	1	0	0
AC107070.1	AC107070.1	0	0	0	0	0	0	0	0
AC107622.1	AC107622.1	0	0	0	0	0	0	0	0
AC108142.1	AC108142.1	0	0	0	0	0	1	0	0
AC109828.1	AC109828.1	1.022	0	0	0	0	1.035	1.022	0
AC113607.2	AC113607.2	0	0	0	0	0	0	0	0
AC116035.1	AC116035.1	0	0	0	1	0	1	0	0
AC125421.1	AC125421.1	0	0	0	0	0	0	0	0
AC131097.3	AC131097.3	3	3	2	1	2	2	4	0
AC136896.1	AC136896.1	0	0	0	0	0	0	0	0
AC137932.6	AC137932.6	1	2	2	1	1	1	3	6
AC144449.1	AC144449.1	9.012	6.016	9.065	4.006	18.029	17.02	15.022	9.012
AC145110.1	AC145110.1	0	0	0	0	2	0	1	0
AC147651.4	AC147651.4	0	0	0	0	1	0	0	0
AC159540.1	AC159540.1	22.325	21.406	13.991	14.813	37.081	34.447	20.076	5.153
AC159540.1-2	AC159540.1	289.626	215.784	302.426	137.006	355.147	230.108	258.346	159.2
AC226118.1	AC226118.1	0	0	0	0	0	0	0	1
ACAA1	ACAA1	685	699.001	842.204	487	824	907.667	588.32	635
ACAA2	ACAA2	985.028	1030.025	1141.019	829.041	1286.668	1591.516	1171.686	1257.219
ACACA	ACACA	1517.056	962	1740.324	778.499	1376.999	1826.32	1049.219	1138.001
ACACB	ACACB	339	413.007	462.001	296.215	224.054	323	281	427.081
ACAD10	ACAD10	492	401	611	299	605.254	728	434.075	514
ACAD11	ACAD11	807.696	546.299	1165.185	396.92	913.635	789.64	808.174	544.346
ACAD8	ACAD8	362.001	319	352.082	216.999	381.999	448.001	320.323	299
ACAD9	ACAD9	605	499	671.01	315.906	595	754.605	467.148	458
ACADL	ACADL	12	16	17	18	10	8	8	12
ACADM	ACADM	431.056	389.159	468.092	372	374	555.999	382.006	561
ACADS	ACADS	269	499.715	451	495.109	297	609.402	403.558	841
ACADSB	ACADSB	424	492.891	588	490	656	931	464.125	587
ACADVL	ACADVL	2902.184	2303.555	3017.67	1583.411	2957.853	3991.804	3555.449	3152.487
ACAN	ACAN	6	5	400.059	229.999	132	1078.431	182.017	150
ACAP1	ACAP1	18	17	41	6	21	16	28	22
ACAP2	ACAP2	2159	1561	2396.782	1309	2927.046	2654.622	2014.601	1923.684
ACAP3	ACAP3	1536.049	1126.005	1245.323	413.001	1094.002	845	968.274	807.999
ACAT1	ACAT1	955.154	1076.475	1355.01	969.02	1091	1187	1140.195	1249.824
ACAT2	ACAT2	219.653	227.155	219.274	117.128	159.398	249.835	116.639	158.47
ACBD3	ACBD3	1477	1281	1559.857	1036	1797	2185.059	1310.808	1296.59
ACBD4	ACBD4	203	200	308.526	170.999	201.999	256.999	233.097	227
ACBD5	ACBD5	682	627.001	796.035	451.911	902.088	880.023	680.817	712.011
ACBD6	ACBD6	826	547	835.094	392.026	928.779	904	646.865	498.02
ACBD7	ACBD7	6	4	26	30	9.003	10.011	14	24.894
ACCS	ACCS	198.983	172	296	175.999	344.195	422	164.101	158
ACCSL	ACCSL	0	0	0	0	0	0	0	0
ACD	ACD	249	204.999	235.379	129	239	246	196	208.999
ACE	ACE	109	77	151.001	65	282.167	361.01	132	163.242
ACE2	ACE2	0	0	0	0	0	0	0	0
ACER1	ACER1	0	0	0	0	0	1	0	1
ACER2	ACER2	54	20	51	28	46.005	34	37	36
ACER3	ACER3	136	217	174	204.012	219.501	461	142	229.555
ACHE	ACHE	5	3	8	2	8	4	7	9
ACIN1	ACIN1	4483.891	3601.889	4722.097	2244.256	5212.188	4555.707	3552.397	3212.483
ACKR2	ACKR2	8	21	8.033	20	11	10	12	86
ACKR3	ACKR3	1734.296	1192.654	1782	891.411	1158.242	881.561	1691.694	2071.857
ACKR4	ACKR4	1509.645	639	2294.717	290	2163.237	1456.746	3120.618	867
ACLY	ACLY	3994.616	4098.983	3764.508	2168.508	3803.991	5358.578	2967.605	3266.873
ACMSD	ACMSD	0	1	0	0	0	0	0	1.037
ACN9	ACN9	113	101	103	48	76	127	74	75
ACO1	ACO1	2637.55	2571.354	3303.622	1827.378	4212.168	5206.186	2326.756	2183.55
ACO2	ACO2	1722.23	1625.62	1979.361	1088.786	1915.37	2184.142	1326.097	1722.685
ACOT1	ACOT1	79.9	112.286	68.848	56.184	10.77	100.931	58.677	85.821
ACOT11	ACOT11	40.52	27.483	70.983	18.941	38	54.362	35.592	25.721
ACOT12	ACOT12	20	10	38	4	63	13	22.208	13
ACOT13	ACOT13	490.52	359.714	567.208	226.223	842.06	614.503	444.952	338.476
ACOT2	ACOT2	318.136	487.714	314.152	261.816	345.229	861.069	275.322	423.18
ACOT4	ACOT4	5	25	8	4.021	3	4	4	14
ACOT6	ACOT6	0	0	0	0	0	0	1	0
ACOT7	ACOT7	499	456	645.996	343	564.259	714.998	517.001	448.001
ACOT8	ACOT8	297.784	261.494	350.591	164.911	334.062	343.75	269.107	257.718
ACOT9	ACOT9	597.001	781.001	820.457	577.285	666.893	1006.999	594.273	866.77
ACOX1	ACOX1	912.714	790.066	1036.597	571.787	1080.122	1048.966	763.335	772.669
ACOX2	ACOX2	461	355	568.259	237	561	468	350	301
ACOX3	ACOX3	344.001	289	399.001	193.999	443.023	515	236	287
ACOXL	ACOXL	6	1	9	4	10	4	9	11
ACP1	ACP1	920	810.999	1059	703.252	1081.216	1388	743.777	847.524
ACP2	ACP2	388.995	418	662.069	487.221	587	868.031	397	573.879
ACP5	ACP5	24	5	79	18	105	53	26	10.006
ACP6	ACP6	151	81	95	55	177	174	111	121.002
ACPL2	ACPL2	417.001	191.999	477.014	166.506	670	389	332.122	204.999
ACPP	ACPP	15	10	21	7	17	27	29	5
ACPT	ACPT	0	0	1	0	0	0	2	0
ACR	ACR	1	0	0	0	0	0	0	0
ACRBP	ACRBP	5	2	7	2	12	4	5	3
ACRC	ACRC	24	31	32	17	27	28	21	33
ACRV1	ACRV1	1	0	1	0	0	2	1	1
ACSBG1	ACSBG1	11	12	12	12	10	17	12	18
ACSBG2	ACSBG2	5	0	9	0	9	4	10.001	2
ACSF2	ACSF2	308	328.999	364.163	207	496.879	560	270	300
ACSF3	ACSF3	246.001	216	253	156	310.004	399	213.001	260.146
ACSL1	ACSL1	627	1634.755	723.032	1531.606	918.232	2715.001	783.956	2518.702
ACSL3	ACSL3	2972.033	1886.626	4172.326	1660	2819.554	2511.924	2327	1846.003
ACSL4	ACSL4	3822.007	2555.999	3558.917	1724.344	7042.937	6434.126	3538.803	2819.936
ACSL5	ACSL5	108	119	119	53	108	103	140	124
ACSL6	ACSL6	10	11	10.035	6	4	10	14	13.08
ACSM1	ACSM1	0	0	0	0	0	0	0	0
ACSM2A	ACSM2A	0	0	0	0	0	0	0	0
ACSM2B	ACSM2B	0	0	0	0	0	0	0	0
ACSM3	ACSM3	7.409	12.363	14.061	11.472	10.497	8.267	9.535	8.577
ACSM4	ACSM4	0	0	0	0	0	0	0	0
ACSM5	ACSM5	0	0	1	0	0	0	0	0
ACSS1	ACSS1	248	804.175	341.011	748.186	168.115	792.001	338	1182.01
ACSS2	ACSS2	594.001	581	688.147	503	757.861	943.058	475.911	687.854
ACSS3	ACSS3	673	493.963	740.001	512.17	930.002	1099.106	570.003	728.414
ACTA1	ACTA1	0	2	1	1	0	0	0	0
ACTA2	ACTA2	3019.876	4434.727	5622.488	7122.755	4114.805	13031.892	2980.184	5391.188
ACTA2-AS1	ACTA2-AS1	0	0	0	0	0	0	1	0
ACTB	ACTB	57074.946	77597.928	85062.313	80670.929	64959.255	211062.778	53803.614	89901.528
ACTBL2	ACTBL2	0	0	0	0	0	1	0	0
ACTC1	ACTC1	1	0	1	1	5	6	0	1
ACTG1	ACTG1	46421.181	52432.81	60347.513	52793.525	43740.512	99529.225	46161.413	66077.852
ACTG1P4	ACTG1P4	5	12	8	8	4	5	7	9
ACTG2	ACTG2	258	761	564	822.173	885	6162.995	406	722.406
ACTL10	ACTL10	13	23	15.035	7	13	20	7	20
ACTL6A	ACTL6A	513	458	477.019	295.925	581.56	682	358	361.753
ACTL6B	ACTL6B	0	0	0	0	0	0	0	0
ACTL7A	ACTL7A	0	0	0	0	0	0	0	0
ACTL7B	ACTL7B	0	0	0	0	1	0	0	0
ACTL8	ACTL8	2	2	0	0	39	6	2	0
ACTL9	ACTL9	0	0	0	0	0	0	0	0
